plot_id,site,threat,rank_threat
"NAS_55",Nasiger,Fuelwood collection/charcoal burning,5
"NAS_56",Nasiger,Fuelwood collection/charcoal burning,4
"NAS_57",Nasiger,Fuelwood collection/charcoal burning,6
"NAS_58",Nasiger,Fuelwood collection/charcoal burning,3
"NAS_59",Nasiger,Fuelwood collection/charcoal burning,4
"NAS_60",Nasiger,Fuelwood collection/charcoal burning,1
"NAS_61",Nasiger,Fuelwood collection/charcoal burning,2
"NAS_62",Nasiger,Fuelwood collection/charcoal burning,4
"NAS_63",Nasiger,Fuelwood collection/charcoal burning,5
"NAS_64",Nasiger,Fuelwood collection/charcoal burning,2
"NAS_65",Nasiger,Fuelwood collection/charcoal burning,1
"NAS_66",Nasiger,Fuelwood collection/charcoal burning,4
"NAS_67",Nasiger,Fuelwood collection/charcoal burning,2
"NAS_68",Nasiger,Fuelwood collection/charcoal burning,5
"NAS_69",Nasiger,Fuelwood collection/charcoal burning,6
"NAS_70",Nasiger,Fuelwood collection/charcoal burning,2
"NAS_71",Nasiger,Fuelwood collection/charcoal burning,6
"NAS_72",Nasiger,Fuelwood collection/charcoal burning,4
"NAS_73",Nasiger,Fuelwood collection/charcoal burning,6
"NAS_74",Nasiger,Fuelwood collection/charcoal burning,2
"NAS_75",Nasiger,Fuelwood collection/charcoal burning,6
"NAS_76",Nasiger,Fuelwood collection/charcoal burning,6
"NAS_77",Nasiger,Fuelwood collection/charcoal burning,4
"NAS_78",Nasiger,Fuelwood collection/charcoal burning,2
"NAS_79",Nasiger,Fuelwood collection/charcoal burning,6
"NAS_80",Nasiger,Fuelwood collection/charcoal burning,1
ATA_1,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_2,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_3,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_4,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_5,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_6,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_7,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_8,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_9,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_10,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_11,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_12,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_13,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_14,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_15,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_16,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_17,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_18,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_19,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_20,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_21,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_22,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_23,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_24,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_25,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_26,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_27,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_28,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_29,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_30,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_31,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_32,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_33,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_34,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_35,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_36,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_37,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_38,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_39,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_40,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_41,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_42,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_43,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_44,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_45,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_46,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_47,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_48,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_49,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_50,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_51,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_52,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_53,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_54,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_55,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_56,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_57,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_58,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_59,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_60,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_61,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_62,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_63,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_64,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_65,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_66,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_67,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_68,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_69,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_70,Atala Kamusio,Fuelwood collection/charcoal burning,3
ATA_71,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_72,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_73,Atala Kamusio,Fuelwood collection/charcoal burning,6
ATA_74,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_75,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_76,Atala Kamusio,Fuelwood collection/charcoal burning,8
ATA_77,Atala Kamusio,Fuelwood collection/charcoal burning,5
ATA_78,Atala Kamusio,Fuelwood collection/charcoal burning,4
ATA_79,Atala Kamusio,Fuelwood collection/charcoal burning,7
ATA_80,Atala Kamusio,Fuelwood collection/charcoal burning,6
LOP_1,Lopur,Fuelwood collection/charcoal burning,6
LOP_2,Lopur,Fuelwood collection/charcoal burning,4
LOP_3,Lopur,Fuelwood collection/charcoal burning,5
LOP_4,Lopur,Fuelwood collection/charcoal burning,6
LOP_5,Lopur,Fuelwood collection/charcoal burning,6
LOP_6,Lopur,Fuelwood collection/charcoal burning,7
LOP_7,Lopur,Fuelwood collection/charcoal burning,3
LOP_8,Lopur,Fuelwood collection/charcoal burning,3
LOP_9,Lopur,Fuelwood collection/charcoal burning,3
LOP_10,Lopur,Fuelwood collection/charcoal burning,3
LOP_11,Lopur,Fuelwood collection/charcoal burning,5
LOP_12,Lopur,Fuelwood collection/charcoal burning,4
LOP_13,Lopur,Fuelwood collection/charcoal burning,4
LOP_14,Lopur,Fuelwood collection/charcoal burning,7
LOP_15,Lopur,Fuelwood collection/charcoal burning,6
LOP_16,Lopur,Fuelwood collection/charcoal burning,4
LOP_17,Lopur,Fuelwood collection/charcoal burning,4
LOP_18,Lopur,Fuelwood collection/charcoal burning,4
LOP_19,Lopur,Fuelwood collection/charcoal burning,3
LOP_20,Lopur,Fuelwood collection/charcoal burning,5
LOP_21,Lopur,Fuelwood collection/charcoal burning,4
LOP_22,Lopur,Fuelwood collection/charcoal burning,5
LOP_23,Lopur,Fuelwood collection/charcoal burning,6
LOP_24,Lopur,Fuelwood collection/charcoal burning,5
LOP_25,Lopur,Fuelwood collection/charcoal burning,7
LOP_26,Lopur,Fuelwood collection/charcoal burning,7
LOP_27,Lopur,Fuelwood collection/charcoal burning,3
LOP_28,Lopur,Fuelwood collection/charcoal burning,7
LOP_29,Lopur,Fuelwood collection/charcoal burning,3
LOP_30,Lopur,Fuelwood collection/charcoal burning,7
LOP_31,Lopur,Fuelwood collection/charcoal burning,5
LOP_32,Lopur,Fuelwood collection/charcoal burning,7
LOP_33,Lopur,Fuelwood collection/charcoal burning,5
LOP_34,Lopur,Fuelwood collection/charcoal burning,4
LOP_35,Lopur,Fuelwood collection/charcoal burning,7
LOP_36,Lopur,Fuelwood collection/charcoal burning,7
LOP_37,Lopur,Fuelwood collection/charcoal burning,5
LOP_38,Lopur,Fuelwood collection/charcoal burning,5
LOP_39,Lopur,Fuelwood collection/charcoal burning,6
LOP_40,Lopur,Fuelwood collection/charcoal burning,6
LOP_41,Lopur,Fuelwood collection/charcoal burning,4
LOP_42,Lopur,Fuelwood collection/charcoal burning,3
LOP_43,Lopur,Fuelwood collection/charcoal burning,4
LOP_44,Lopur,Fuelwood collection/charcoal burning,7
LOP_45,Lopur,Fuelwood collection/charcoal burning,3
LOP_46,Lopur,Fuelwood collection/charcoal burning,4
LOP_47,Lopur,Fuelwood collection/charcoal burning,5
LOP_48,Lopur,Fuelwood collection/charcoal burning,5
LOP_49,Lopur,Fuelwood collection/charcoal burning,4
LOP_50,Lopur,Fuelwood collection/charcoal burning,4
LOP_51,Lopur,Fuelwood collection/charcoal burning,4
LOP_52,Lopur,Fuelwood collection/charcoal burning,6
LOP_53,Lopur,Fuelwood collection/charcoal burning,4
LOP_54,Lopur,Fuelwood collection/charcoal burning,3
LOP_55,Lopur,Fuelwood collection/charcoal burning,7
LOP_56,Lopur,Fuelwood collection/charcoal burning,4
LOP_57,Lopur,Fuelwood collection/charcoal burning,5
LOP_58,Lopur,Fuelwood collection/charcoal burning,6
LOP_59,Lopur,Fuelwood collection/charcoal burning,7
LOP_60,Lopur,Fuelwood collection/charcoal burning,6
LOP_61,Lopur,Fuelwood collection/charcoal burning,3
LOP_62,Lopur,Fuelwood collection/charcoal burning,5
LOP_63,Lopur,Fuelwood collection/charcoal burning,5
LOP_64,Lopur,Fuelwood collection/charcoal burning,4
LOP_65,Lopur,Fuelwood collection/charcoal burning,7
LOP_66,Lopur,Fuelwood collection/charcoal burning,4
LOP_67,Lopur,Fuelwood collection/charcoal burning,3
LOP_68,Lopur,Fuelwood collection/charcoal burning,3
LOP_69,Lopur,Fuelwood collection/charcoal burning,6
LOP_70,Lopur,Fuelwood collection/charcoal burning,4
LOP_71,Lopur,Fuelwood collection/charcoal burning,3
LOP_72,Lopur,Fuelwood collection/charcoal burning,6
LOP_73,Lopur,Fuelwood collection/charcoal burning,4
LOP_74,Lopur,Fuelwood collection/charcoal burning,3
LOP_75,Lopur,Fuelwood collection/charcoal burning,3
LOP_76,Lopur,Fuelwood collection/charcoal burning,3
LOP_77,Lopur,Fuelwood collection/charcoal burning,7
LOP_78,Lopur,Fuelwood collection/charcoal burning,4
LOP_79,Lopur,Fuelwood collection/charcoal burning,6
LOP_80,Lopur,Fuelwood collection/charcoal burning,6
"NAS_1",Nasiger,Uncontrolled fire,1
"NAS_2",Nasiger,Uncontrolled fire,1
"NAS_3",Nasiger,Uncontrolled fire,1
"NAS_4",Nasiger,Uncontrolled fire,1
"NAS_5",Nasiger,Uncontrolled fire,1
"NAS_6",Nasiger,Uncontrolled fire,1
"NAS_7",Nasiger,Uncontrolled fire,1
"NAS_8",Nasiger,Uncontrolled fire,1
"NAS_9",Nasiger,Uncontrolled fire,1
"NAS_10",Nasiger,Uncontrolled fire,2
"NAS_11",Nasiger,Uncontrolled fire,1
"NAS_12",Nasiger,Uncontrolled fire,2
"NAS_13",Nasiger,Uncontrolled fire,2
"NAS_14",Nasiger,Uncontrolled fire,1
"NAS_15",Nasiger,Uncontrolled fire,1
"NAS_16",Nasiger,Uncontrolled fire,2
"NAS_17",Nasiger,Uncontrolled fire,1
"NAS_18",Nasiger,Uncontrolled fire,1
"NAS_19",Nasiger,Uncontrolled fire,1
"NAS_20",Nasiger,Uncontrolled fire,1
"NAS_21",Nasiger,Uncontrolled fire,1
"NAS_22",Nasiger,Uncontrolled fire,2
"NAS_23",Nasiger,Uncontrolled fire,1
"NAS_24",Nasiger,Uncontrolled fire,2
"NAS_25",Nasiger,Uncontrolled fire,2
"NAS_26",Nasiger,Uncontrolled fire,2
"NAS_27",Nasiger,Uncontrolled fire,1
"NAS_28",Nasiger,Uncontrolled fire,1
"NAS_29",Nasiger,Uncontrolled fire,1
"NAS_30",Nasiger,Uncontrolled fire,1
"NAS_31",Nasiger,Uncontrolled fire,1
"NAS_32",Nasiger,Uncontrolled fire,1
"NAS_33",Nasiger,Uncontrolled fire,1
"NAS_34",Nasiger,Uncontrolled fire,1
"NAS_35",Nasiger,Uncontrolled fire,1
"NAS_36",Nasiger,Uncontrolled fire,1
"NAS_37",Nasiger,Uncontrolled fire,1
"NAS_38",Nasiger,Uncontrolled fire,1
"NAS_39",Nasiger,Uncontrolled fire,2
"NAS_40",Nasiger,Uncontrolled fire,1
"NAS_41",Nasiger,Uncontrolled fire,2
"NAS_42",Nasiger,Uncontrolled fire,2
"NAS_43",Nasiger,Uncontrolled fire,1
"NAS_44",Nasiger,Uncontrolled fire,1
"NAS_45",Nasiger,Uncontrolled fire,1
"NAS_46",Nasiger,Uncontrolled fire,1
"NAS_47",Nasiger,Uncontrolled fire,1
"NAS_48",Nasiger,Uncontrolled fire,1
"NAS_49",Nasiger,Uncontrolled fire,1
"NAS_50",Nasiger,Uncontrolled fire,2
"NAS_51",Nasiger,Uncontrolled fire,1
"NAS_52",Nasiger,Uncontrolled fire,1
"NAS_53",Nasiger,Uncontrolled fire,2
"NAS_54",Nasiger,Uncontrolled fire,1
"NAS_55",Nasiger,Uncontrolled fire,1
"NAS_56",Nasiger,Uncontrolled fire,1
"NAS_57",Nasiger,Uncontrolled fire,1
"NAS_58",Nasiger,Uncontrolled fire,1
"NAS_59",Nasiger,Uncontrolled fire,2
"NAS_60",Nasiger,Uncontrolled fire,2
"NAS_61",Nasiger,Uncontrolled fire,1
"NAS_62",Nasiger,Uncontrolled fire,2
"NAS_63",Nasiger,Uncontrolled fire,1
"NAS_64",Nasiger,Uncontrolled fire,1
"NAS_65",Nasiger,Uncontrolled fire,1
"NAS_66",Nasiger,Uncontrolled fire,2
"NAS_67",Nasiger,Uncontrolled fire,2
"NAS_68",Nasiger,Uncontrolled fire,1
"NAS_69",Nasiger,Uncontrolled fire,1
"NAS_70",Nasiger,Uncontrolled fire,1
"NAS_71",Nasiger,Uncontrolled fire,2
"NAS_72",Nasiger,Uncontrolled fire,2
"NAS_73",Nasiger,Uncontrolled fire,2
"NAS_74",Nasiger,Uncontrolled fire,1
"NAS_75",Nasiger,Uncontrolled fire,2
"NAS_76",Nasiger,Uncontrolled fire,2
"NAS_77",Nasiger,Uncontrolled fire,1
"NAS_78",Nasiger,Uncontrolled fire,1
"NAS_79",Nasiger,Uncontrolled fire,2
"NAS_80",Nasiger,Uncontrolled fire,2
ATA_1,Atala Kamusio,Uncontrolled fire,3
ATA_2,Atala Kamusio,Uncontrolled fire,1
ATA_3,Atala Kamusio,Uncontrolled fire,2
ATA_4,Atala Kamusio,Uncontrolled fire,1
ATA_5,Atala Kamusio,Uncontrolled fire,1
ATA_6,Atala Kamusio,Uncontrolled fire,1
ATA_7,Atala Kamusio,Uncontrolled fire,1
ATA_8,Atala Kamusio,Uncontrolled fire,2
ATA_9,Atala Kamusio,Uncontrolled fire,2
ATA_10,Atala Kamusio,Uncontrolled fire,3
ATA_11,Atala Kamusio,Uncontrolled fire,2
ATA_12,Atala Kamusio,Uncontrolled fire,3
ATA_13,Atala Kamusio,Uncontrolled fire,3
ATA_14,Atala Kamusio,Uncontrolled fire,3
ATA_15,Atala Kamusio,Uncontrolled fire,1
ATA_16,Atala Kamusio,Uncontrolled fire,2
ATA_17,Atala Kamusio,Uncontrolled fire,3
ATA_18,Atala Kamusio,Uncontrolled fire,1
ATA_19,Atala Kamusio,Uncontrolled fire,1
ATA_20,Atala Kamusio,Uncontrolled fire,2
ATA_21,Atala Kamusio,Uncontrolled fire,3
ATA_22,Atala Kamusio,Uncontrolled fire,2
ATA_23,Atala Kamusio,Uncontrolled fire,3
ATA_24,Atala Kamusio,Uncontrolled fire,2
ATA_25,Atala Kamusio,Uncontrolled fire,2
ATA_26,Atala Kamusio,Uncontrolled fire,2
ATA_27,Atala Kamusio,Uncontrolled fire,2
ATA_28,Atala Kamusio,Uncontrolled fire,3
ATA_29,Atala Kamusio,Uncontrolled fire,2
ATA_30,Atala Kamusio,Uncontrolled fire,3
ATA_31,Atala Kamusio,Uncontrolled fire,3
ATA_32,Atala Kamusio,Uncontrolled fire,2
ATA_33,Atala Kamusio,Uncontrolled fire,1
ATA_34,Atala Kamusio,Uncontrolled fire,3
ATA_35,Atala Kamusio,Uncontrolled fire,3
ATA_36,Atala Kamusio,Uncontrolled fire,2
ATA_37,Atala Kamusio,Uncontrolled fire,1
ATA_38,Atala Kamusio,Uncontrolled fire,2
ATA_39,Atala Kamusio,Uncontrolled fire,2
ATA_40,Atala Kamusio,Uncontrolled fire,2
ATA_41,Atala Kamusio,Uncontrolled fire,2
ATA_42,Atala Kamusio,Uncontrolled fire,1
ATA_43,Atala Kamusio,Uncontrolled fire,1
ATA_44,Atala Kamusio,Uncontrolled fire,3
ATA_45,Atala Kamusio,Uncontrolled fire,2
ATA_46,Atala Kamusio,Uncontrolled fire,2
ATA_47,Atala Kamusio,Uncontrolled fire,1
ATA_48,Atala Kamusio,Uncontrolled fire,3
ATA_49,Atala Kamusio,Uncontrolled fire,2
ATA_50,Atala Kamusio,Uncontrolled fire,2
ATA_51,Atala Kamusio,Uncontrolled fire,3
ATA_52,Atala Kamusio,Uncontrolled fire,1
ATA_53,Atala Kamusio,Uncontrolled fire,1
ATA_54,Atala Kamusio,Uncontrolled fire,2
ATA_55,Atala Kamusio,Uncontrolled fire,2
ATA_56,Atala Kamusio,Uncontrolled fire,2
ATA_57,Atala Kamusio,Uncontrolled fire,1
ATA_58,Atala Kamusio,Uncontrolled fire,2
ATA_59,Atala Kamusio,Uncontrolled fire,2
ATA_60,Atala Kamusio,Uncontrolled fire,1
ATA_61,Atala Kamusio,Uncontrolled fire,2
ATA_62,Atala Kamusio,Uncontrolled fire,2
ATA_63,Atala Kamusio,Uncontrolled fire,3
ATA_64,Atala Kamusio,Uncontrolled fire,1
ATA_65,Atala Kamusio,Uncontrolled fire,1
ATA_66,Atala Kamusio,Uncontrolled fire,2
ATA_67,Atala Kamusio,Uncontrolled fire,2
ATA_68,Atala Kamusio,Uncontrolled fire,1
ATA_69,Atala Kamusio,Uncontrolled fire,3
ATA_70,Atala Kamusio,Uncontrolled fire,3
ATA_71,Atala Kamusio,Uncontrolled fire,3
ATA_72,Atala Kamusio,Uncontrolled fire,1
ATA_73,Atala Kamusio,Uncontrolled fire,2
ATA_74,Atala Kamusio,Uncontrolled fire,2
ATA_75,Atala Kamusio,Uncontrolled fire,2
ATA_76,Atala Kamusio,Uncontrolled fire,3
ATA_77,Atala Kamusio,Uncontrolled fire,2
ATA_78,Atala Kamusio,Uncontrolled fire,1
ATA_79,Atala Kamusio,Uncontrolled fire,2
ATA_80,Atala Kamusio,Uncontrolled fire,3
LOP_1,Lopur,Uncontrolled fire,6
LOP_2,Lopur,Uncontrolled fire,8
LOP_3,Lopur,Uncontrolled fire,5
LOP_4,Lopur,Uncontrolled fire,5
LOP_5,Lopur,Uncontrolled fire,9
LOP_6,Lopur,Uncontrolled fire,7
LOP_7,Lopur,Uncontrolled fire,5
LOP_8,Lopur,Uncontrolled fire,10
LOP_9,Lopur,Uncontrolled fire,10
LOP_10,Lopur,Uncontrolled fire,7
LOP_11,Lopur,Uncontrolled fire,8
LOP_12,Lopur,Uncontrolled fire,10
LOP_13,Lopur,Uncontrolled fire,8
LOP_14,Lopur,Uncontrolled fire,7
LOP_15,Lopur,Uncontrolled fire,5
LOP_16,Lopur,Uncontrolled fire,10
LOP_17,Lopur,Uncontrolled fire,10
LOP_18,Lopur,Uncontrolled fire,9
LOP_19,Lopur,Uncontrolled fire,10
LOP_20,Lopur,Uncontrolled fire,10
LOP_21,Lopur,Uncontrolled fire,6
LOP_22,Lopur,Uncontrolled fire,10
LOP_23,Lopur,Uncontrolled fire,6
LOP_24,Lopur,Uncontrolled fire,9
LOP_25,Lopur,Uncontrolled fire,10
LOP_26,Lopur,Uncontrolled fire,7
LOP_27,Lopur,Uncontrolled fire,7
LOP_28,Lopur,Uncontrolled fire,6
LOP_29,Lopur,Uncontrolled fire,6
LOP_30,Lopur,Uncontrolled fire,9
LOP_31,Lopur,Uncontrolled fire,5
LOP_32,Lopur,Uncontrolled fire,5
LOP_33,Lopur,Uncontrolled fire,7
LOP_34,Lopur,Uncontrolled fire,9
LOP_35,Lopur,Uncontrolled fire,10
LOP_36,Lopur,Uncontrolled fire,5
LOP_37,Lopur,Uncontrolled fire,9
LOP_38,Lopur,Uncontrolled fire,9
LOP_39,Lopur,Uncontrolled fire,9
LOP_40,Lopur,Uncontrolled fire,6
LOP_41,Lopur,Uncontrolled fire,9
LOP_42,Lopur,Uncontrolled fire,5
LOP_43,Lopur,Uncontrolled fire,6
LOP_44,Lopur,Uncontrolled fire,9
LOP_45,Lopur,Uncontrolled fire,6
LOP_46,Lopur,Uncontrolled fire,5
LOP_47,Lopur,Uncontrolled fire,8
LOP_48,Lopur,Uncontrolled fire,8
LOP_49,Lopur,Uncontrolled fire,9
LOP_50,Lopur,Uncontrolled fire,9
LOP_51,Lopur,Uncontrolled fire,5
LOP_52,Lopur,Uncontrolled fire,9
LOP_53,Lopur,Uncontrolled fire,8
LOP_54,Lopur,Uncontrolled fire,6
LOP_55,Lopur,Uncontrolled fire,9
LOP_56,Lopur,Uncontrolled fire,8
LOP_57,Lopur,Uncontrolled fire,8
LOP_58,Lopur,Uncontrolled fire,10
LOP_59,Lopur,Uncontrolled fire,5
LOP_60,Lopur,Uncontrolled fire,6
LOP_61,Lopur,Uncontrolled fire,6
LOP_62,Lopur,Uncontrolled fire,8
LOP_63,Lopur,Uncontrolled fire,9
LOP_64,Lopur,Uncontrolled fire,9
LOP_65,Lopur,Uncontrolled fire,10
LOP_66,Lopur,Uncontrolled fire,7
LOP_67,Lopur,Uncontrolled fire,7
LOP_68,Lopur,Uncontrolled fire,10
LOP_69,Lopur,Uncontrolled fire,5
LOP_70,Lopur,Uncontrolled fire,9
LOP_71,Lopur,Uncontrolled fire,9
LOP_72,Lopur,Uncontrolled fire,10
LOP_73,Lopur,Uncontrolled fire,5
LOP_74,Lopur,Uncontrolled fire,9
LOP_75,Lopur,Uncontrolled fire,9
LOP_76,Lopur,Uncontrolled fire,6
LOP_77,Lopur,Uncontrolled fire,9
LOP_78,Lopur,Uncontrolled fire,7
LOP_79,Lopur,Uncontrolled fire,7
LOP_80,Lopur,Uncontrolled fire,9
"NAS_1",Nasiger,Selective harvesting/Overharvesting,4
"NAS_2",Nasiger,Selective harvesting/Overharvesting,10
"NAS_3",Nasiger,Selective harvesting/Overharvesting,3
"NAS_4",Nasiger,Selective harvesting/Overharvesting,3
"NAS_5",Nasiger,Selective harvesting/Overharvesting,9
"NAS_6",Nasiger,Selective harvesting/Overharvesting,6
"NAS_7",Nasiger,Selective harvesting/Overharvesting,7
"NAS_8",Nasiger,Selective harvesting/Overharvesting,10
"NAS_9",Nasiger,Selective harvesting/Overharvesting,3
"NAS_10",Nasiger,Selective harvesting/Overharvesting,8
"NAS_11",Nasiger,Selective harvesting/Overharvesting,10
"NAS_12",Nasiger,Selective harvesting/Overharvesting,4
"NAS_13",Nasiger,Selective harvesting/Overharvesting,4
"NAS_14",Nasiger,Selective harvesting/Overharvesting,5
"NAS_15",Nasiger,Selective harvesting/Overharvesting,5
"NAS_16",Nasiger,Selective harvesting/Overharvesting,6
"NAS_17",Nasiger,Selective harvesting/Overharvesting,9
"NAS_18",Nasiger,Selective harvesting/Overharvesting,7
"NAS_19",Nasiger,Selective harvesting/Overharvesting,6
"NAS_20",Nasiger,Selective harvesting/Overharvesting,3
"NAS_21",Nasiger,Selective harvesting/Overharvesting,6
"NAS_22",Nasiger,Selective harvesting/Overharvesting,5
"NAS_23",Nasiger,Selective harvesting/Overharvesting,10
"NAS_24",Nasiger,Selective harvesting/Overharvesting,7
"NAS_25",Nasiger,Selective harvesting/Overharvesting,8
"NAS_26",Nasiger,Selective harvesting/Overharvesting,7
"NAS_27",Nasiger,Selective harvesting/Overharvesting,5
"NAS_28",Nasiger,Selective harvesting/Overharvesting,6
"NAS_29",Nasiger,Selective harvesting/Overharvesting,6
"NAS_30",Nasiger,Selective harvesting/Overharvesting,3
"NAS_31",Nasiger,Selective harvesting/Overharvesting,4
"NAS_32",Nasiger,Selective harvesting/Overharvesting,3
"NAS_33",Nasiger,Selective harvesting/Overharvesting,4
"NAS_34",Nasiger,Selective harvesting/Overharvesting,2
"NAS_35",Nasiger,Selective harvesting/Overharvesting,7
"NAS_36",Nasiger,Selective harvesting/Overharvesting,4
"NAS_37",Nasiger,Selective harvesting/Overharvesting,2
"NAS_38",Nasiger,Selective harvesting/Overharvesting,4
"NAS_39",Nasiger,Selective harvesting/Overharvesting,5
"NAS_40",Nasiger,Selective harvesting/Overharvesting,6
"NAS_41",Nasiger,Selective harvesting/Overharvesting,4
"NAS_42",Nasiger,Selective harvesting/Overharvesting,5
"NAS_43",Nasiger,Selective harvesting/Overharvesting,10
"NAS_44",Nasiger,Selective harvesting/Overharvesting,9
"NAS_45",Nasiger,Selective harvesting/Overharvesting,3
"NAS_46",Nasiger,Selective harvesting/Overharvesting,8
"NAS_47",Nasiger,Selective harvesting/Overharvesting,7
"NAS_48",Nasiger,Selective harvesting/Overharvesting,10
"NAS_49",Nasiger,Selective harvesting/Overharvesting,10
"NAS_50",Nasiger,Selective harvesting/Overharvesting,5
"NAS_51",Nasiger,Selective harvesting/Overharvesting,3
"NAS_52",Nasiger,Selective harvesting/Overharvesting,2
"NAS_53",Nasiger,Selective harvesting/Overharvesting,10
"NAS_54",Nasiger,Selective harvesting/Overharvesting,5
"NAS_55",Nasiger,Selective harvesting/Overharvesting,3
"NAS_56",Nasiger,Selective harvesting/Overharvesting,6
"NAS_57",Nasiger,Selective harvesting/Overharvesting,8
"NAS_58",Nasiger,Selective harvesting/Overharvesting,7
"NAS_59",Nasiger,Selective harvesting/Overharvesting,10
"NAS_60",Nasiger,Selective harvesting/Overharvesting,5
"NAS_61",Nasiger,Selective harvesting/Overharvesting,3
"NAS_62",Nasiger,Selective harvesting/Overharvesting,5
"NAS_63",Nasiger,Selective harvesting/Overharvesting,5
"NAS_64",Nasiger,Selective harvesting/Overharvesting,3
"NAS_65",Nasiger,Selective harvesting/Overharvesting,10
"NAS_66",Nasiger,Selective harvesting/Overharvesting,3
"NAS_67",Nasiger,Selective harvesting/Overharvesting,8
"NAS_68",Nasiger,Selective harvesting/Overharvesting,6
"NAS_69",Nasiger,Selective harvesting/Overharvesting,9
"NAS_70",Nasiger,Selective harvesting/Overharvesting,6
"NAS_71",Nasiger,Selective harvesting/Overharvesting,6
"NAS_72",Nasiger,Selective harvesting/Overharvesting,3
"NAS_73",Nasiger,Selective harvesting/Overharvesting,4
